,AAPL,AMZN,ATT,AUD,BOND,EUR,GE,GOLD,INTC,SILVER,SPY
2000-11-29,0.313616,1.346875,41.682404,0.5222,843.3583585,0.8578,382.211548,266.55,42.75,4.63,133.4375
2000-11-30,0.294643,1.234375,41.49358,0.5278,846.6491188,0.8729,381.25,270.45,38.0625,4.69,132.28125
2000-12-01,0.304688,1.23125,39.416542,0.5382,844.5377012,0.8799,392.307678,269.4,34.125,4.65,132.21875
2000-12-04,0.297991,1.328125,40.030212,0.5433,844.9927806,0.8857,397.115387,271.2,32.9375,4.73,133.34375
2000-12-05,0.303571,1.26875,40.360649,0.5394,848.5782478,0.8799,416.346161,270.55,36.0,4.72,137.71875
2000-12-06,0.25558,1.18125,40.974319,0.5487,852.4219832,0.892,414.903839,274.75,31.75,4.76,135.515625
2000-12-07,0.25558,1.06875,40.974319,0.5467,852.9497807,0.8885,411.538452,273.85,32.3125,4.74,133.65625
2000-12-08,0.268973,1.171875,39.038898,0.5488,851.8572604,0.8888,424.519226,272.8,34.0,4.66,133.96875
2000-12-11,0.271205,1.265625,38.378021,0.541,851.6351617,0.8783,425.480774,270.85,37.4375,4.67,138.625
2000-12-12,0.274554,1.29375,39.463745,0.542,852.0332202,0.8794,406.25,270.95,36.5,4.68,138.03125
2000-12-13,0.267857,1.1875,40.360649,0.5416,854.6891471,0.877,407.692322,269.05,35.5,4.64,136.140625
2000-12-14,0.257813,1.134375,41.257553,0.5436,857.0297124,0.8923,395.673065,269.55,35.125,4.615,134.40625
2000-12-15,0.251116,1.14375,40.549473,0.5456,857.6303222,0.8966,383.173065,270.95,32.4375,4.58,130.96875
2000-12-18,0.254464,0.99375,40.266239,0.5424,858.3232471,0.896,392.307678,270.15,33.25,4.59,132.71875
2000-12-19,0.25,0.9125,35.168053,0.5484,857.3696614,0.8953,385.576935,270.25,33.4375,4.6,130.015625
2000-12-20,0.256696,0.834375,33.279835,0.5534,860.2818071,0.9093,364.903839,272.85,31.9375,4.61,126.25
2000-12-21,0.251116,0.759375,33.893505,0.5546,861.787683,0.9166,368.269226,274.15,33.125,4.6,127.125
2000-12-22,0.267857,0.778125,34.648792,0.5565,862.5627658,0.9232,375.961548,273.95,32.9375,4.62,130.9375
2000-12-26,0.262277,0.846875,35.356873,0.5583,862.16367,0.9303,379.326935,274.45,32.875,4.635,132.34375
2000-12-27,0.264509,0.84375,36.064957,0.5594,860.1010492,0.9312,370.673065,275.25,32.5625,4.6,133.3125
2000-12-28,0.264509,0.86875,35.592899,0.5543,859.3881843,0.9296,372.596161,272.25,30.9375,4.59,133.71875
2000-12-29,0.265625,0.778125,36.064957,0.5588,859.9228666,0.9427,368.75,272.25,30.0625,4.6,131.1875
2001-01-02,0.265625,0.69375,38.047585,0.5623,867.3400051,0.9517,336.538452,269.25,31.0625,4.57,128.8125
2001-01-03,0.292411,0.878125,38.519638,0.5566,862.3957688,0.928,367.788452,268.15,34.234375,4.5,135.0
2001-01-04,0.304688,0.775,39.086102,0.5663,866.6610172,0.9495,369.711548,267.55,33.796875,4.55,133.546875
2001-01-05,0.292411,0.728125,37.764351,0.5719,871.2297828,0.957,363.942322,268.15,32.0625,4.57,129.1875
2001-01-08,0.295759,0.746875,37.858761,0.5674,872.4917534,0.9467,350.480774,268.35,31.9375,4.57,130.1875
2001-01-09,0.30692,0.81875,39.227718,0.5635,870.0605895,0.9434,343.269226,267.75,32.25,4.57,129.84375
2001-01-10,0.295759,0.825,39.558159,0.5537,866.8270327,0.937,343.75,264.95,33.0,4.55,132.125
2001-01-11,0.321429,0.85,39.558159,0.5603,866.0032177,0.9519,358.173065,264.25,33.375,4.57,132.25
2001-01-12,0.30692,0.884375,38.472431,0.5573,861.9221369,0.9513,351.442322,264.3,32.125,4.63,132.0
2001-01-16,0.305804,0.903125,37.811558,0.5557,862.9445503,0.9427,364.423065,263.55,31.375,4.68,132.84375
2001-01-17,0.300223,0.91875,38.000378,0.5532,865.811735,0.9358,359.134613,263.55,30.5,4.715,133.453125
2001-01-18,0.333705,0.975,38.189198,0.5585,869.2868825,0.943,366.346161,264.55,32.1875,4.8,134.78125
2001-01-19,0.348214,0.996875,37.528324,0.5563,866.6094361,0.9342,361.538452,264.75,33.5625,4.745,134.015625
2001-01-22,0.34375,0.925,36.914654,0.556,865.3897222,0.9387,351.923065,266.95,33.375,4.79,134.90625
2001-01-23,0.366071,0.947656,37.24509,0.5513,863.3958406,0.9358,359.134613,266.55,35.375,4.79,135.96875
2001-01-24,0.366071,1.09375,35.781723,0.5437,863.1448722,0.9236,356.25,264.7,36.25,4.77,136.375
2001-01-25,0.356027,0.95,35.781723,0.5466,864.765125,0.9244,353.365387,264.95,34.5,4.8,136.03125
2001-01-26,0.34933,0.975,35.262463,0.5442,865.3250317,0.9244,343.269226,263.05,35.875,4.81,135.875
2001-01-29,0.387277,1.00625,36.178249,0.5436,864.7789665,0.9172,341.384613,263.05,37.0625,4.795,136.600006
2001-01-30,0.388393,0.946875,36.193352,0.5475,867.5038911,0.9268,355.769226,265.9,37.0,4.79,137.800003
2001-01-31,0.386161,0.865625,36.518127,0.5506,871.3979999,0.9366,353.692322,265.85,37.0,4.79,137.020004
2001-02-01,0.377232,0.8125,38.179756,0.5531,874.3883071,0.9388,355.615387,268.75,37.8125,4.795,137.929993
2001-02-02,0.368304,0.71875,37.613293,0.553,871.1059005,0.9364,356.0,267.55,35.6875,4.775,134.800003
2001-02-05,0.360491,0.721875,37.537766,0.5503,870.8355723,0.9375,368.076935,265.65,34.6875,4.68,135.789993
2001-02-06,0.377232,0.790625,37.575527,0.5489,868.963256,0.931,366.153839,263.75,35.4375,4.66,135.389999
2001-02-07,0.370536,0.75,36.744713,0.5464,869.3008591,0.9285,361.153839,263.35,34.9375,4.62,134.690002
2001-02-08,0.370536,0.71875,36.419941,0.5365,869.1044847,0.9175,362.615387,260.65,34.625,4.56,133.119995
2001-02-09,0.341518,0.66875,35.173717,0.5365,871.3562177,0.9242,351.230774,260.65,33.5,4.55,131.839996
2001-02-12,0.351563,0.725,36.080059,0.5397,870.3129928,0.9322,365.461548,261.35,34.5625,4.56,133.350006
2001-02-13,0.341518,0.6875,36.601208,0.534,869.021627,0.9208,362.769226,260.95,32.4375,4.56,132.259995
2001-02-14,0.348214,0.721875,35.498489,0.5282,867.27064,0.918,355.846161,259.85,34.125,4.52,132.059998
2001-02-15,0.358259,0.725,35.498489,0.5239,865.3453668,0.9053,369.076935,255.85,35.8125,4.53,133.339996
2001-02-16,0.339286,0.684375,36.042297,0.5288,868.4604514,0.915,361.538452,258.95,34.375,4.49,130.399994
2001-02-20,0.327009,0.625,36.835346,0.5237,868.7884105,0.9114,366.846161,256.65,31.4375,4.44,128.389999
2001-02-21,0.337054,0.596875,35.876133,0.5246,867.4521137,0.9101,363.846161,258.65,30.75,4.42,125.620003
2001-02-22,0.335938,0.596875,36.956192,0.5244,867.6054232,0.9038,362.307678,259.05,30.0,4.43,125.809998
2001-02-23,0.335938,0.590625,37.552872,0.5265,869.3763902,0.9176,355.230774,261.55,29.9375,4.44,124.959999
2001-02-26,0.348214,0.596875,37.990936,0.5221,871.284694,0.911,369.076935,266.85,29.5,4.455,127.620003
2001-02-27,0.345982,0.5875,38.202415,0.5258,874.8005139,0.9176,369.230774,268.25,29.0,4.44,126.440002
2001-02-28,0.325893,0.509375,36.027191,0.5263,876.6339769,0.9236,357.692322,267.15,28.5625,4.48,123.949997
2001-03-01,0.334821,0.521875,34.365559,0.528,878.145381,0.9304,353.153839,265.65,29.125,4.42,124.599998
2001-03-02,0.34375,0.5,35.173717,0.5303,874.7974268,0.9358,342.846161,262.85,29.3125,4.43,123.610001
2001-03-05,0.363839,0.63125,34.297585,0.5212,874.6555453,0.9286,346.769226,263.05,30.375,4.42,124.739998
2001-03-06,0.383929,0.59375,34.750755,0.5198,874.6606064,0.9337,349.384613,260.75,31.5,4.43,126.080002
2001-03-07,0.379464,0.6125,33.209969,0.5108,877.1629358,0.9295,353.692322,262.45,32.9375,4.45,126.980003
2001-03-08,0.371652,0.584375,34.335346,0.5119,878.2324757,0.933,352.846161,267.1,33.25,4.51,127.120003
2001-03-09,0.361607,0.6125,33.987915,0.5089,876.5113985,0.9328,337.0,271.75,29.4375,4.51,123.360001
2001-03-12,0.332589,0.53125,33.904835,0.5097,876.8281537,0.9291,304.615387,272.55,27.75,4.43,118.080002
2001-03-13,0.34933,0.55,33.935043,0.5033,876.1537919,0.9152,325.615387,267.85,29.375,4.44,120.019997
2001-03-14,0.364955,0.53125,31.805136,0.4967,879.2412396,0.9114,315.615387,263.45,29.0625,4.46,117.650002
2001-03-15,0.351563,0.54375,32.341389,0.4926,880.4839389,0.8974,316.0,260.65,28.5,4.35,117.68
2001-03-16,0.350446,0.55,31.827795,0.4943,881.9830896,0.8978,312.307678,259.05,27.875,4.31,115.010002
2001-03-19,0.367188,0.525,32.522659,0.4992,880.2720062,0.8999,316.153839,260.75,27.0625,4.33,117.349998
2001-03-20,0.351563,0.5125,30.891239,0.5021,882.0916623,0.9094,308.076935,261.55,24.625,4.35,114.199997
2001-03-21,0.359375,0.5,30.302114,0.4935,882.874775,0.8965,300.0,262.95,25.5625,4.34,112.260002
2001-03-22,0.386161,0.509375,30.596678,0.4942,884.4460071,0.8892,290.0,262.05,28.6875,4.355,111.120003
2001-03-23,0.410714,0.509375,31.616314,0.4964,881.5439361,0.8899,307.615387,262.3,28.8125,4.355,114.480003
2001-03-26,0.388929,0.547,31.155588,0.5007,880.2464309,0.8965,309.461548,262.65,28.3125,4.38,115.940002
2001-03-27,0.408393,0.582,33.157101,0.499,875.6414058,0.8938,322.384613,261.55,29.375,4.44,118.309998
2001-03-28,0.395893,0.54,31.865559,0.4938,876.1132882,0.8866,319.615387,260.05,26.9375,4.38,115.040001
2001-03-29,0.402321,0.5,32.839878,0.4935,876.5850199,0.8821,318.461548,258.95,26.5625,4.33,115.480003
2001-03-30,0.394107,0.5115,33.708458,0.4856,878.3022509,0.8767,322.0,257.95,26.3125,4.3,116.690002
2001-04-02,0.385536,0.455,33.051361,0.479,877.5097156,0.8792,321.538452,255.55,25.796875,4.32,114.199997
2001-04-03,0.361429,0.4315,32.567978,0.4873,878.2740093,0.8976,305.230774,257.05,25.0,4.31,110.389999
2001-04-04,0.348214,0.42,33.217522,0.4891,879.0289144,0.9011,304.615387,258.45,22.625,4.36,110.849998
2001-04-05,0.372679,0.456,33.564957,0.4901,877.5225462,0.8968,323.846161,258.55,25.625,4.36,115.050003
2001-04-06,0.367679,0.4185,32.703926,0.4985,880.9224471,0.9042,316.692322,260.05,23.625,4.35,113.300003
2001-04-09,0.366786,0.559,32.741692,0.4909,879.8005621,0.8967,323.076935,258.45,23.200001,4.33,114.559998
2001-04-10,0.393571,0.6005,32.469788,0.4961,874.7718657,0.8888,337.153839,257.65,24.77,4.33,116.650002
2001-04-11,0.389286,0.666,31.117825,0.5038,874.062829,0.8879,332.846161,258.75,27.52,4.39,116.730003
2001-04-12,0.400357,0.7335,31.102718,0.5105,872.8325642,0.8926,343.846161,260.15,28.120001,4.38,118.849998
2001-04-16,0.382857,0.7015,31.714502,0.5111,868.8496032,0.8891,343.461548,263.35,26.299999,4.45,117.599998
2001-04-17,0.364286,0.737,32.60574,0.5038,871.7722058,0.8835,349.692322,261.0,26.040001,4.38,119.260002
2001-04-18,0.406964,0.827,31.525681,0.5037,875.6540526,0.8835,368.384613,261.25,31.280001,4.39,124.0
2001-04-19,0.459286,0.7995,31.231117,0.5158,871.6540431,0.8975,373.153839,265.6,32.490002,4.45,125.650002
2001-04-20,0.447143,0.789,30.211479,0.515,872.161709,0.9022,370.0,264.65,32.43,4.45,124.5
2001-04-23,0.433036,0.81,29.645016,0.507,875.0364254,0.8962,363.076935,263.75,30.32,4.46,122.239998
2001-04-24,0.429107,0.784,29.984894,0.5068,874.6113065,0.8942,353.769226,264.15,29.139999,4.45,121.580002
2001-04-25,0.441429,0.8045,30.808157,0.5071,873.0258619,0.8975,367.769226,262.25,29.030001,4.38,123.169998
2001-04-26,0.440893,0.7715,30.906343,0.5118,875.8991867,0.9034,379.230774,264.15,28.639999,4.39,123.720001
2001-04-27,0.467857,0.7635,31.646526,0.5097,871.5370392,0.8918,384.230774,263.65,30.18,4.375,125.779999
2001-04-30,0.455179,0.789,31.155588,0.5124,872.1903213,0.8891,373.307678,264.05,30.91,4.34,126.660004
2001-05-01,0.463036,0.8445,32.273415,0.5171,874.0031746,0.8927,376.230774,264.55,31.18,4.37,127.050003
2001-05-02,0.474821,0.8555,32.001511,0.5209,874.7928511,0.8939,377.692322,265.5,31.940001,4.38,126.82
2001-05-03,0.445714,0.8375,31.570997,0.5188,877.8829193,0.8899,373.076935,266.15,30.4,4.34,125.209999
2001-05-04,0.459821,0.878,31.835346,0.5191,878.8817388,0.8925,384.076935,266.15,30.879999,4.35,127.339996
2001-05-07,0.445714,0.846,32.454681,0.5177,878.565983,0.8903,384.307678,266.25,31.16,4.32,126.239998
2001-05-08,0.43875,0.809,32.069485,0.5165,878.0039069,0.885,380.615387,264.95,31.48,4.33,126.18
2001-05-09,0.428214,0.7505,31.910875,0.5255,879.7139322,0.8863,380.230774,270.05,29.93,4.41,125.650002
2001-05-10,0.410714,0.731,32.205437,0.5239,875.8675198,0.8814,383.307678,269.25,29.01,4.35,126.019997
2001-05-11,0.408036,0.734,31.910875,0.5218,868.4190801,0.8753,377.0,268.05,27.940001,4.34,125.150002
2001-05-14,0.415893,0.6665,32.326283,0.5193,871.2150183,0.8741,382.538452,268.35,27.41,4.35,125.400002
2001-05-15,0.413929,0.677,32.741692,0.5222,870.1618532,0.8785,385.769226,268.35,27.200001,4.32,125.980003
2001-05-16,0.430357,0.7065,33.912388,0.5243,871.634626,0.883,401.615387,272.25,28.360001,4.47,128.949997
2001-05-17,0.420536,0.739,33.006042,0.5276,872.4961527,0.8828,400.846161,273.75,28.6,4.49,129.149994
2001-05-18,0.420179,0.736,33.625378,0.5301,873.1659968,0.8814,407.615387,287.55,28.76,4.58,129.740005
2001-05-21,0.420714,0.819,33.240181,0.5274,873.5166432,0.8768,410.769226,285.35,29.9,4.55,131.649994
2001-05-22,0.419643,0.8125,32.756798,0.5233,873.3750846,0.8654,405.230774,285.35,29.530001,4.57,131.479996
2001-05-23,0.414821,0.78,32.364048,0.5168,873.5251154,0.8568,395.0,283.75,28.799999,4.58,129.25
2001-05-24,0.414286,0.8375,32.545319,0.5213,870.0492359,0.8566,395.384613,279.25,29.209999,4.62,129.630005
2001-05-25,0.406429,0.8545,31.986404,0.5205,870.1814413,0.8611,384.230774,277.65,29.1,4.57,128.100006
2001-05-29,0.383393,0.861,32.613293,0.5172,870.1405476,0.8555,382.076935,273.95,27.85,4.53,127.080002
2001-05-30,0.353214,0.783,31.918428,0.5129,870.2544554,0.8568,377.076935,266.05,26.6,4.44,125.300003
2001-05-31,0.35625,0.8345,32.515106,0.5065,874.7296246,0.8453,376.923065,265.85,27.01,4.4,125.949997
2001-06-01,0.373036,0.8475,31.759819,0.5085,876.3176247,0.8475,376.923065,267.05,28.74,4.42,126.730003
2001-06-04,0.368929,0.8455,31.752266,0.5078,877.7322123,0.8457,380.384613,265.75,28.5,4.33,127.339996
2001-06-05,0.373929,0.822,32.02417,0.5101,880.2385241,0.854,378.307678,266.25,29.73,4.35,128.800003
2001-06-06,0.370179,0.7995,31.570997,0.5162,880.3781388,0.8478,375.0,266.25,29.82,4.35,127.730003
2001-06-07,0.386786,0.8065,31.495468,0.5207,878.6888765,0.8509,376.230774,266.35,31.139999,4.35,128.190002
2001-06-08,0.380714,0.785,31.299093,0.525,876.8181272,0.8505,370.307678,273.75,30.67,4.38,127.0
2001-06-11,0.357857,0.743,31.858006,0.522,879.0683939,0.8424,364.615387,268.15,30.33,4.35,126.099998
2001-06-12,0.362679,0.732,31.752266,0.5259,880.9087437,0.8535,375.153839,271.85,30.129999,4.39,125.879997
2001-06-13,0.365536,0.706,31.744713,0.5288,880.7116191,0.8553,368.076935,272.35,29.059999,4.42,124.800003
2001-06-14,0.355,0.6645,31.503021,0.5276,882.1874948,0.8624,375.846161,275.65,27.610001,4.47,122.0
2001-06-15,0.365,0.6245,30.44562,0.5246,881.1356655,0.861,375.461548,271.55,27.68,4.41,121.849998
2001-06-18,0.363036,0.5915,30.03021,0.5229,880.7022096,0.8608,376.923065,272.55,27.549999,4.44,121.260002
2001-06-19,0.360536,0.568,30.528702,0.5212,880.795982,0.854,375.923065,273.65,26.67,4.42,121.790001
2001-06-20,0.386964,0.6265,30.211479,0.5194,881.5985004,0.8547,390.538452,272.75,27.49,4.355,122.43
2001-06-21,0.401607,0.654,29.712992,0.5159,882.3190027,0.8546,394.230774,272.95,27.27,4.34,123.82
2001-06-22,0.3975,0.62,29.342899,0.5163,885.4012503,0.8576,398.923065,272.6,27.51,4.32,122.849998
2001-06-25,0.428393,0.6405,29.229607,0.5174,885.1399912,0.8591,386.538452,273.95,28.58,4.32,121.720001
2001-06-26,0.424107,0.6625,29.788521,0.5215,882.1269661,0.8635,375.307678,276.15,28.969999,4.36,121.550003
2001-06-27,0.416786,0.702,29.758308,0.5188,881.1215954,0.8597,371.230774,272.35,28.65,4.33,121.480003
2001-06-28,0.420357,0.718,30.067976,0.5057,877.3563666,0.8442,375.923065,269.25,29.639999,4.31,122.150002
2001-06-29,0.415179,0.7075,30.256798,0.5119,875.4350327,0.849,376.923065,270.85,29.25,4.31,122.599998
2001-07-02,0.426786,0.7265,30.664654,0.5116,878.1796952,0.8478,386.153839,269.55,30.059999,4.29,124.129997
2001-07-03,0.425714,0.7065,30.679758,0.5172,876.6671505,0.8484,380.846161,267.75,30.459999,4.27,124.099998
2001-07-05,0.414107,0.7635,31.193354,0.5146,875.7357661,0.8364,372.846161,265.35,29.84,4.23,121.68
2001-07-06,0.393393,0.7635,30.211479,0.5091,877.6898249,0.8476,360.692322,266.25,28.43,4.27,119.050003
2001-07-09,0.405357,0.7905,30.400303,0.5107,878.9629394,0.85,360.384613,266.65,28.9,4.24,119.699997
2001-07-10,0.3775,0.7805,30.400303,0.5097,881.0157301,0.855,352.0,266.35,27.790001,4.26,118.260002
2001-07-11,0.4025,0.767,31.73716,0.5053,880.5648504,0.8588,343.153839,268.45,28.059999,4.26,118.379997
2001-07-12,0.435,0.8245,31.722054,0.5059,882.0636629,0.8536,361.538452,266.85,30.1,4.27,121.190002
2001-07-13,0.44375,0.849,31.68429,0.5083,881.8303245,0.8547,365.0,267.35,30.190001,4.32,122.239998
2001-07-16,0.427857,0.8005,32.462234,0.5073,883.8270897,0.8522,355.538452,267.15,29.129999,4.22,120.709999
2001-07-17,0.448214,0.8175,33.277946,0.5096,884.1011162,0.8595,354.692322,268.35,29.9,4.25,121.839996
2001-07-18,0.37125,0.798,33.308159,0.516,888.1723212,0.8735,355.0,270.75,28.889999,4.29,121.010002
2001-07-19,0.356429,0.8245,33.111782,0.5131,887.8656904,0.8708,357.538452,269.55,29.959999,4.24,122.07
2001-07-20,0.356786,0.849,32.401814,0.5057,887.6950306,0.8711,358.692322,270.05,29.93,4.24,121.339996
2001-07-23,0.348929,0.8015,31.767372,0.5083,888.4574646,0.869,348.461548,268.85,29.0,4.26,118.949997
2001-07-24,0.340893,0.603,30.81571,0.5099,889.1472049,0.8739,338.461548,269.75,28.879999,4.26,117.800003
2001-07-25,0.329821,0.5755,32.764351,0.5083,886.7304186,0.8813,336.923065,267.75,29.42,4.23,119.099998
2001-07-26,0.331964,0.6165,33.043808,0.5093,887.528833,0.8777,336.538452,266.45,29.780001,4.26,120.349998
2001-07-27,0.338571,0.6125,33.134441,0.5086,889.7212821,0.8774,343.461548,267.55,29.219999,4.22,120.809998
2001-07-30,0.338036,0.6275,33.345921,0.5063,890.9263747,0.8742,335.384613,265.25,29.040001,4.21,120.849998
2001-07-31,0.335536,0.6245,34.010574,0.51,892.3573891,0.8764,334.615387,266.65,29.809999,4.24,121.349998
2001-08-01,0.340357,0.625,33.92749,0.5181,891.3083043,0.881,329.230774,267.55,30.75,4.24,122.110001
2001-08-02,0.353929,0.6095,33.398792,0.5205,888.748375,0.8836,324.615387,268.05,32.110001,4.245,122.610001
2001-08-03,0.348214,0.6075,32.847431,0.5169,887.9714812,0.8844,328.846161,268.55,31.68,4.24,121.940002
2001-08-06,0.341607,0.595,32.847431,0.5175,888.6150244,0.8813,318.384613,267.75,30.280001,4.21,120.300003
2001-08-07,0.34375,0.58,33.096676,0.5156,888.6523661,0.8777,329.0,267.65,30.620001,4.19,120.769997
2001-08-08,0.3375,0.5555,32.379154,0.5193,892.668833,0.8804,320.384613,268.35,29.610001,4.17,118.529999
2001-08-09,0.340179,0.523,32.598186,0.5127,891.5571901,0.8923,322.307678,274.15,29.65,4.23,118.879997
2001-08-10,0.339643,0.4975,33.625378,0.5129,892.977317,0.8934,327.461548,274.55,29.950001,4.15,119.290001
2001-08-13,0.340893,0.506,33.54985,0.5174,893.9811988,0.8965,324.846161,275.95,30.559999,4.16,119.32
2001-08-14,0.334464,0.5265,33.232628,0.5219,893.4934393,0.9032,321.923065,276.75,30.35,4.22,119.269997
2001-08-15,0.329286,0.504,32.749245,0.5286,892.4635708,0.914,321.384613,275.85,29.780001,4.17,118.239998
2001-08-16,0.333036,0.4905,32.930515,0.5244,893.6748716,0.9115,320.0,275.35,30.16,4.22,118.650002
2001-08-17,0.322679,0.4995,32.137463,0.5358,896.4578324,0.9182,313.846161,279.25,28.07,4.28,116.75
2001-08-20,0.323571,0.52,33.006042,0.5327,894.2626297,0.9144,319.461548,276.05,28.200001,4.16,117.830002
2001-08-21,0.32,0.4945,32.545319,0.5357,895.1750527,0.9182,311.307678,275.05,27.07,4.2,115.82
2001-08-22,0.325179,0.51,31.910875,0.5339,895.1389693,0.9144,314.230774,274.55,27.959999,4.215,117.019997
2001-08-23,0.318036,0.4815,31.759819,0.5343,896.4031256,0.9151,315.692322,275.55,27.67,4.235,116.599998
2001-08-24,0.331607,0.5115,32.182777,0.5346,895.3015133,0.9142,323.0,272.85,29.08,4.2,119.019997
2001-08-27,0.337857,0.5065,31.525681,0.5285,894.8862421,0.9115,324.384613,272.75,29.15,4.21,118.309998
2001-08-28,0.328571,0.4985,31.246223,0.5308,897.936928,0.9129,317.153839,272.25,28.51,4.2,116.580002
2001-08-29,0.318393,0.4595,31.306646,0.5293,900.3460024,0.9089,312.384613,273.75,28.1,4.21,115.540001
2001-08-30,0.318393,0.4345,30.951662,0.5325,900.27302,0.9161,309.230774,275.25,27.129999,4.19,113.32
2001-08-31,0.33125,0.447,30.898792,0.5296,899.6497074,0.9123,314.615387,274.4,27.959999,4.19,114.150002
2001-09-04,0.325893,0.4295,31.722054,0.5211,893.5149818,0.8889,314.076935,271.65,26.85,4.18,113.419998
2001-09-05,0.33125,0.3825,31.903322,0.5205,894.3989869,0.8865,320.769226,272.05,27.469999,4.18,113.699997
2001-09-06,0.316429,0.4075,31.646526,0.5224,898.2947457,0.8957,311.538452,273.15,26.1,4.17,110.769997
2001-09-07,0.308571,0.4255,30.966766,0.5197,900.3680022,0.9075,305.076935,273.15,25.889999,4.19,108.720001
2001-09-10,0.310179,0.4315,32.802116,0.5135,899.0778808,0.898,302.692322,271.75,26.07,4.18,110.050003
2001-09-17,0.303393,0.3745,33.459213,0.5026,904.5021639,0.9247,270.384613,289.45,23.59,4.385,104.300003
2001-09-18,0.290714,0.3645,34.478851,0.4968,901.6078753,0.9271,260.384613,287.75,23.469999,4.465,104.050003
2001-09-19,0.303929,0.3655,34.206947,0.4939,903.6340594,0.9267,250.0,290.5,22.280001,4.72,101.949997
2001-09-20,0.28,0.374,34.667675,0.4925,901.7857323,0.9277,233.615387,288.65,20.67,4.515,98.709999
2001-09-21,0.280893,0.374,33.421452,0.4848,903.0095848,0.9149,240.769226,291.45,19.299999,4.595,97.279999
2001-09-24,0.29375,0.373,34.033234,0.4919,902.7289758,0.9171,270.769226,289.25,21.309999,4.575,100.699997
2001-09-25,0.2775,0.3545,35.611782,0.4927,903.9883348,0.9228,273.076935,289.75,21.68,4.515,101.75
2001-09-26,0.270536,0.3175,35.755287,0.4913,906.4898766,0.9231,272.923065,293.25,20.9,4.6,101.389999
